file, jumlah, tak_terdeteksi, false_positive, benar_deteksi, jumlah_terdeteksi, persentase_terdeteksi, persentase_false_positive, akurasi
01626.jpg, 1, 0, 2, 1, 3, 100.0, 66.66666666666666, 100.0
01627.jpg, 2, 0, 1, 1, 3, 100.0, 33.33333333333333, 50.0
01641.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01643.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01645.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01646.jpg, 3, 3, 0, 0, 0, 0.0, None, None
01650.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01653.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01655.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01660.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01664.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01673.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01675.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01677.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01680.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01681.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01684.jpg, 2, 0, 1, 2, 3, 100.0, 33.33333333333333, 100.0
01685.jpg, 3, 0, 0, 3, 3, 100.0, 0.0, 100.0
01686.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01687.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01693.jpg, 3, 0, 0, 3, 3, 100.0, 0.0, 100.0
01695.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01696.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01697.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01702.jpg, 3, 0, 1, 2, 4, 100.0, 25.0, 66.66666666666666
01704.jpg, 3, 0, 1, 3, 4, 100.0, 25.0, 100.0
01707.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01708.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01709.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01710.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01711.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01719.jpg, 3, 2, 0, 1, 1, 33.33333333333333, 0.0, 100.0
01730.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01731.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01732.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01733.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01734.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01736.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01738.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01743.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01744.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01745.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01750.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01757.jpg, 3, 2, 0, 1, 1, 33.33333333333333, 0.0, 100.0
01758.jpg, 3, 2, 0, 1, 1, 33.33333333333333, 0.0, 100.0
01760.jpg, 2, 2, 1, 0, 1, 0.0, 100.0, None
01761.jpg, 2, 2, 1, 0, 1, 0.0, 100.0, None
01762.jpg, 2, 2, 1, 0, 1, 0.0, 100.0, None
01763.jpg, 2, 1, 1, 1, 2, 50.0, 50.0, 100.0
01766.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01768.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01772.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
01777.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01778.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01779.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01780.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01781.jpg, 2, 0, 1, 2, 3, 100.0, 33.33333333333333, 100.0
01785.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01793.jpg, 2, 1, 0, 1, 1, 50.0, 0.0, 100.0
01796.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01805.jpg, 3, 1, 0, 2, 2, 66.66666666666666, 0.0, 100.0
01806.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01807.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01812.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01813.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01822.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01824.jpg, 3, 0, 0, 3, 3, 100.0, 0.0, 100.0
01827.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01828.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01829.jpg, 2, 2, 2, 0, 2, 0.0, 100.0, None
01831.jpg, 4, 2, 0, 2, 2, 50.0, 0.0, 100.0
01833.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01835.jpg, 2, 0, 1, 2, 3, 100.0, 33.33333333333333, 100.0
01836.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01837.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
01838.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
01846.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
01853.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01855.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
01858.jpg, 4, 2, 0, 2, 2, 50.0, 0.0, 100.0
01860.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
01861.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01862.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01864.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01865.jpg, 4, 1, 0, 3, 3, 75.0, 0.0, 100.0
01866.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01867.jpg, 2, 2, 2, 0, 2, 0.0, 100.0, None
01870.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01872.jpg, 3, 0, 0, 3, 3, 100.0, 0.0, 100.0
01873.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01874.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01875.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01878.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01879.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01882.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01885.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01887.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01893.jpg, 2, 1, 0, 1, 1, 50.0, 0.0, 100.0
01896.jpg, 1, 0, 2, 1, 3, 100.0, 66.66666666666666, 100.0
01897.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01898.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
01900.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
01902.jpg, 2, 2, 1, 0, 1, 0.0, 100.0, None
01905.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01911.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
01932.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
01939.jpg, 4, 2, 0, 2, 2, 50.0, 0.0, 100.0
01940.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01942.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01943.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01944.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01945.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01946.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01947.jpg, 2, 2, 0, 0, 0, 0.0, None, None
01949.jpg, 3, 2, 0, 1, 1, 33.33333333333333, 0.0, 100.0
01952.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01955.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
01956.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01957.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01959.jpg, 2, 1, 0, 1, 1, 50.0, 0.0, 100.0
01960.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01961.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01962.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01967.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01978.jpg, 2, 1, 0, 1, 1, 50.0, 0.0, 100.0
01980.jpg, 1, 1, 0, 0, 0, 0.0, None, None
01989.jpg, 2, 1, 1, 0, 2, 50.0, 50.0, 0.0
01995.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02009.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02010.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02014.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02016.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02018.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02023.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02053.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02054.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02059.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02061.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02062.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02063.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02064.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02072.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02078.jpg, 5, 5, 0, 0, 0, 0.0, None, None
02087.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02096.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02099.jpg, 1, 1, 7, 0, 7, 0.0, 100.0, None
02104.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02107.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02109.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02113.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02117.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02118.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02128.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02129.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02130.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02131.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02136.jpg, 2, 1, 0, 1, 1, 50.0, 0.0, 100.0
02137.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02157.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02168.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02173.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02175.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02177.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02198.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02199.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02214.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02216.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02222.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02223.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02225.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02226.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02227.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02229.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02230.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02233.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02234.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02236.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02240.jpg, 1, 0, 2, 1, 3, 100.0, 66.66666666666666, 100.0
02249.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02251.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02252.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02257.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02279.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
02282.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02287.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02290.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02291.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02292.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02295.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02303.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02305.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02306.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02313.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02316.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02322.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02327.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02331.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02344.jpg, 2, 2, 1, 0, 1, 0.0, 100.0, None
02345.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02347.jpg, 5, 5, 0, 0, 0, 0.0, None, None
02386.jpg, 5, 5, 0, 0, 0, 0.0, None, None
02387.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02390.jpg, 5, 5, 0, 0, 0, 0.0, None, None
02392.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02395.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02397.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02400.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02409.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02414.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02416.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02427.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02428.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02429.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02431.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02432.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02434.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02439.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02445.jpg, 2, 0, 0, 1, 2, 100.0, 0.0, 50.0
02446.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
02448.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02454.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02456.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02462.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02469.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02476.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02477.jpg, 6, 6, 0, 0, 0, 0.0, None, None
02478.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02483.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02494.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02497.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02503.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02507.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02510.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02511.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02515.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02516.jpg, 3, 2, 0, 1, 1, 33.33333333333333, 0.0, 100.0
02517.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02521.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02523.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02524.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02529.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02533.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02536.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02539.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02544.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02546.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02550.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02553.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02556.jpg, 5, 1, 0, 3, 4, 80.0, 0.0, 75.0
02558.jpg, 2, 1, 0, 1, 1, 50.0, 0.0, 100.0
02559.jpg, 6, 6, 0, 0, 0, 0.0, None, None
02564.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02565.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02567.jpg, 2, 2, 1, 0, 1, 0.0, 100.0, None
02570.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02583.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02600.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02605.jpg, 1, 1, 2, 0, 2, 0.0, 100.0, None
02606.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02609.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02612.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02623.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02628.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02641.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02642.jpg, 6, 6, 1, 0, 1, 0.0, 100.0, None
02646.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02649.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02652.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02655.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02660.jpg, 2, 1, 0, 1, 1, 50.0, 0.0, 100.0
02662.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02664.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02668.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02672.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02680.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02684.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02686.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02687.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02688.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02696.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
02698.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02699.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02704.jpg, 1, 0, 2, 1, 3, 100.0, 66.66666666666666, 100.0
02705.jpg, 1, 0, 2, 1, 3, 100.0, 66.66666666666666, 100.0
02710.jpg, 2, 1, 0, 1, 1, 50.0, 0.0, 100.0
02722.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
02724.jpg, 3, 0, 1, 3, 4, 100.0, 25.0, 100.0
02726.jpg, 5, 5, 0, 0, 0, 0.0, None, None
02730.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02732.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02734.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02742.jpg, 4, 1, 0, 3, 3, 75.0, 0.0, 100.0
02756.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02760.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
02768.jpg, 2, 1, 1, 1, 2, 50.0, 50.0, 100.0
02769.jpg, 2, 1, 1, 1, 2, 50.0, 50.0, 100.0
02770.jpg, 2, 1, 2, 1, 3, 50.0, 66.66666666666666, 100.0
02771.jpg, 2, 1, 2, 1, 3, 50.0, 66.66666666666666, 100.0
02772.jpg, 2, 1, 1, 1, 2, 50.0, 50.0, 100.0
02774.jpg, 2, 1, 1, 1, 2, 50.0, 50.0, 100.0
02775.jpg, 2, 1, 3, 1, 4, 50.0, 75.0, 100.0
02792.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02793.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
02795.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02797.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02798.jpg, 2, 1, 0, 1, 1, 50.0, 0.0, 100.0
02799.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02802.jpg, 4, 3, 0, 1, 1, 25.0, 0.0, 100.0
02804.jpg, 3, 2, 0, 1, 1, 33.33333333333333, 0.0, 100.0
02811.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02814.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02816.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02818.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02824.jpg, 1, 1, 2, 0, 2, 0.0, 100.0, None
02827.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02837.jpg, 3, 2, 0, 1, 1, 33.33333333333333, 0.0, 100.0
02844.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02847.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02848.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02849.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02850.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02856.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02858.jpg, 3, 3, 1, 0, 1, 0.0, 100.0, None
02859.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02861.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02863.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02865.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02866.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02873.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02874.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02876.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02878.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02879.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02883.jpg, 1, 1, 2, 0, 2, 0.0, 100.0, None
02884.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02886.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02888.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
02889.jpg, 2, 0, 0, 2, 2, 100.0, 0.0, 100.0
02899.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02900.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02907.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02908.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02910.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02917.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02919.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02923.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02934.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02935.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02936.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02937.jpg, 3, 2, 0, 1, 1, 33.33333333333333, 0.0, 100.0
02938.jpg, 4, 4, 1, 0, 1, 0.0, 100.0, None
02939.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02940.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02941.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02944.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02945.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02946.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02948.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02949.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02951.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02952.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02953.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02957.jpg, 4, 4, 0, 0, 0, 0.0, None, None
02958.jpg, 2, 2, 0, 0, 0, 0.0, None, None
02959.jpg, 3, 3, 0, 0, 0, 0.0, None, None
02960.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02968.jpg, 1, 0, 0, 1, 1, 100.0, 0.0, 100.0
02979.jpg, 1, 1, 0, 0, 0, 0.0, None, None
02980.jpg, 4, 1, 1, 2, 4, 75.0, 25.0, 66.66666666666666
02985.jpg, 1, 1, 2, 0, 2, 0.0, 100.0, None
02986.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02987.jpg, 1, 1, 3, 0, 3, 0.0, 100.0, None
02988.jpg, 4, 1, 0, 3, 3, 75.0, 0.0, 100.0
02992.jpg, 1, 1, 1, 0, 1, 0.0, 100.0, None
02993.jpg, 4, 3, 0, 1, 1, 25.0, 0.0, 100.0
02996.jpg, 4, 1, 0, 3, 3, 75.0, 0.0, 100.0
02997.jpg, 1, 0, 1, 1, 2, 100.0, 50.0, 100.0
02998.jpg, 1, 1, 2, 0, 2, 0.0, 100.0, None
02999.jpg, 1, 1, 3, 0, 3, 0.0, 100.0, None
Total test: 784
Akurasi Deteksi Warna: 96.58365261813537
False Positive Haarcascade: 35.741811175337176
Akurasi Object Detection Haarcascade: 48.18129661503155
